title,artist,year,decade,categories,social_singing,original_vocal,possible_duplicate,match_confidence,needs_review,notes,raw_input
Young In America,Danielle Bradbery,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCD1408 - Country August 2014 - KaraokeRG\KCD1408-03 - Danielle Bradbery - Young In America.cdg
Young In America,Danielle Bradbery,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCD1408 - Country August 2014 - KaraokeRG\KCD1408-03 - Danielle Bradbery - Young In America.mp3
Love Is Everything,George Strait,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCD1408 - Country August 2014 - KaraokeRG\KCD1408-04 - George Strait - Love Is Everything.cdg
Love Is Everything,George Strait,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCD1408 - Country August 2014 - KaraokeRG\KCD1408-04 - George Strait - Love Is Everything.mp3
Night That You'll Never Forget,Love And Theft,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCD1408 - Country August 2014 - KaraokeRG\KCD1408-05 - Love And Theft - Night That You'll Never Forget.cdg
Night That You'll Never Forget,Love And Theft,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCD1408 - Country August 2014 - KaraokeRG\KCD1408-05 - Love And Theft - Night That You'll Never Forget.mp3
Lie A Little Better,Lucy Hale,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCD1408 - Country August 2014 - KaraokeRG\KCD1408-06 - Lucy Hale - Lie A Little Better.cdg
Lie A Little Better,Lucy Hale,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCD1408 - Country August 2014 - KaraokeRG\KCD1408-06 - Lucy Hale - Lie A Little Better.mp3
Roller Coaster,Luke Bryan,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCD1408 - Country August 2014 - KaraokeRG\KCD1408-07 - Luke Bryan - Roller Coaster.cdg
Roller Coaster,Luke Bryan,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCD1408 - Country August 2014 - KaraokeRG\KCD1408-07 - Luke Bryan - Roller Coaster.mp3
Like A Cowboy,Randy Houser,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCD1408 - Country August 2014 - KaraokeRG\KCD1408-08 - Randy Houser - Like A Cowboy.cdg
Like A Cowboy,Randy Houser,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCD1408 - Country August 2014 - KaraokeRG\KCD1408-08 - Randy Houser - Like A Cowboy.mp3
Feelin' It,Scotty McCreary,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCD1408 - Country August 2014 - KaraokeRG\KCD1408-09 - Scotty McCreary - Feelin' It.cdg
Feelin' It,Scotty McCreary,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCD1408 - Country August 2014 - KaraokeRG\KCD1408-09 - Scotty McCreary - Feelin' It.mp3
Lie,Tracy Lawrence,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCD1408 - Country August 2014 - KaraokeRG\KCD1408-10 - Tracy Lawrence - Lie.cdg
Lie,Tracy Lawrence,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCD1408 - Country August 2014 - KaraokeRG\KCD1408-10 - Tracy Lawrence - Lie.mp3
My Eyes,Blake Shelton Ft. Gwen Sebastian,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1306 Karaoke Cloud Country June 2013 - KaraokeRG\KCDC1306-01 - Blake Shelton Ft. Gwen Sebastian - My Eyes.mp3
All Over The Road,Easton Corbin,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1306 Karaoke Cloud Country June 2013 - KaraokeRG\KCDC1306-02 - Easton Corbin - All Over The Road.mp3
Ten Times Crazier,Blake Shelton,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1306 Karaoke Cloud Country June 2013 - KaraokeRG\KCDC1306-03 - Blake Shelton - Ten Times Crazier.mp3
Suntan City,Luke Bryan,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1306 Karaoke Cloud Country June 2013 - KaraokeRG\KCDC1306-04 - Luke Bryan - Suntan City.mp3
Point At You,Justin Moore,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1306 Karaoke Cloud Country June 2013 - KaraokeRG\KCDC1306-05 - Justin Moore - Point At You.mp3
I'm A Girl,Hayden Panettiere,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1306 Karaoke Cloud Country June 2013 - KaraokeRG\KCDC1306-06 - Hayden Panettiere - I'm A Girl.mp3
Crash My Party,Luke Bryan,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1306 Karaoke Cloud Country June 2013 - KaraokeRG\KCDC1306-07 - Luke Bryan - Crash My Party.mp3
Hey Girl,Billy Currington,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1306 Karaoke Cloud Country June 2013 - KaraokeRG\KCDC1306-08 - Billy Currington - Hey Girl.mp3
Blowin' Smoke,Kacey Musgraves,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1306 Karaoke Cloud Country June 2013 - KaraokeRG\KCDC1306-09 - Kacey Musgraves - Blowin' Smoke.mp3
Country Heroes,Hank Williams III,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1306 Karaoke Cloud Country June 2013 - KaraokeRG\KCDC1306-10 - Hank Williams III - Country Heroes.mp3
19 You + Me,Dan + Shay,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1402 Karaoke Cloud Country Feb 2014 - KaraokeRG\KCDC1402-01 - Dan + Shay - 19 You + Me.mp3
Bottoms Up,Gilbert Brantley,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1402 Karaoke Cloud Country Feb 2014 - KaraokeRG\KCDC1402-02 - Gilbert Brantley - Bottoms Up.mp3
Drink A Beer,Luke Bryan,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1402 Karaoke Cloud Country Feb 2014 - KaraokeRG\KCDC1402-03 - Luke Bryan - Drink A Beer.mp3
Everything I Shouldn't Be Thinking About,Thompson Square,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1402 Karaoke Cloud Country Feb 2014 - KaraokeRG\KCDC1402-04 - Thompson Square - Everything I Shouldn't Be Thinking About.mp3
Lookin' For That Girl,Tim McGraw,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1402 Karaoke Cloud Country Feb 2014 - KaraokeRG\KCDC1402-05 - Tim McGraw - Lookin' For That Girl.mp3
Rewind,Rascal Flatts,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1402 Karaoke Cloud Country Feb 2014 - KaraokeRG\KCDC1402-06 - Rascal Flatts - Rewind.mp3
That Girl,Jennifer Nettles,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1402 Karaoke Cloud Country Feb 2014 - KaraokeRG\KCDC1402-07 - Jennifer Nettles - That Girl.mp3
This Is How We Roll,Florida Georgia Line Ft. Luke Bryan,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1402 Karaoke Cloud Country Feb 2014 - KaraokeRG\KCDC1402-08 - Florida Georgia Line Ft. Luke Bryan - This Is How We Roll.mp3
Wake Up Lovin' You,Craig Morgan,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1402 Karaoke Cloud Country Feb 2014 - KaraokeRG\KCDC1402-09 - Craig Morgan - Wake Up Lovin' You.mp3
Invisible,Hunter Hayes,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1402 Karaoke Cloud Country Feb 2014 - KaraokeRG\KCDC1402-10 - Hunter Hayes - Invisible.mp3
Cop Car,Keith Urban,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1403 Karaoke Cloud March Country 2014 - KaraokeRG\KCDC1403-01 - Keith Urban - Cop Car.mp3
Get Me Some Of That,Thomas Rhett,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1403 Karaoke Cloud March Country 2014 - KaraokeRG\KCDC1403-02 - Thomas Rhett - Get Me Some Of That.mp3
I Got A Car,George Strait,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1403 Karaoke Cloud March Country 2014 - KaraokeRG\KCDC1403-03 - George Strait - I Got A Car.mp3
Mona Lisa,Brad Paisley,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1403 Karaoke Cloud March Country 2014 - KaraokeRG\KCDC1403-04 - Brad Paisley - Mona Lisa.mp3
Whiskey In My Water,Tyler Farr,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1403 Karaoke Cloud March Country 2014 - KaraokeRG\KCDC1403-05 - Tyler Farr - Whiskey In My Water.mp3
Automatic,Miranda Lambert,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1403 Karaoke Cloud March Country 2014 - KaraokeRG\KCDC1403-06 - Miranda Lambert - Automatic.mp3
Ready Set Roll,Chase Rice,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1403 Karaoke Cloud March Country 2014 - KaraokeRG\KCDC1403-07 - Chase Rice - Ready Set Roll.mp3
Best Seat In The House,LoCash Cowboys,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1403 Karaoke Cloud March Country 2014 - KaraokeRG\KCDC1403-08 - LoCash Cowboys - Best Seat In The House.mp3
Beachin',Jake Owen,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1403 Karaoke Cloud March Country 2014 - KaraokeRG\KCDC1403-09 - Jake Owen - Beachin'.mp3
Hope You Get Lonely Tonight,Cole Swindell,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\KCDC1403 Karaoke Cloud March Country 2014 - KaraokeRG\KCDC1403-10 - Cole Swindell - Hope You Get Lonely Tonight.mp3
Someone Somewhere Tonight,"Pickler, Kellie",,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,"D:\Karaoke\new\Karaoke 12-9-14\PHN1308 Karaoke Pop Hits Monthly Country (August 2013)\PHN1308-01 - Pickler, Kellie - Someone Somewhere Tonight.mp3"
Crazy,"Wilson, Gretchen",,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,"D:\Karaoke\new\Karaoke 12-9-14\PHN1308 Karaoke Pop Hits Monthly Country (August 2013)\PHN1308-02 - Wilson, Gretchen - Crazy.mp3"
You And Me,"Watkins, Sara",,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,"D:\Karaoke\new\Karaoke 12-9-14\PHN1308 Karaoke Pop Hits Monthly Country (August 2013)\PHN1308-03 - Watkins, Sara - You And Me.mp3"
One More Day,"Brice, Lee",,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,"D:\Karaoke\new\Karaoke 12-9-14\PHN1308 Karaoke Pop Hits Monthly Country (August 2013)\PHN1308-04 - Brice, Lee - One More Day.mp3"
Redneck Radio,"Farris, Matt",,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,"D:\Karaoke\new\Karaoke 12-9-14\PHN1308 Karaoke Pop Hits Monthly Country (August 2013)\PHN1308-05 - Farris, Matt - Redneck Radio.mp3"
Grandma,"Wilson, Gretchen",,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,"D:\Karaoke\new\Karaoke 12-9-14\PHN1308 Karaoke Pop Hits Monthly Country (August 2013)\PHN1308-06 - Wilson, Gretchen - Grandma.mp3"
Travelin On,Chris Weaver Band,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\PHN1308 Karaoke Pop Hits Monthly Country (August 2013)\PHN1308-07 - Chris Weaver Band - Travelin On.mp3
Haggard,"Rhyder, Brandon",,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,"D:\Karaoke\new\Karaoke 12-9-14\PHN1308 Karaoke Pop Hits Monthly Country (August 2013)\PHN1308-08 - Rhyder, Brandon - Haggard.mp3"
Just A Girl,"Freeman, Adrianna",,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,"D:\Karaoke\new\Karaoke 12-9-14\PHN1308 Karaoke Pop Hits Monthly Country (August 2013)\PHN1308-09 - Freeman, Adrianna - Just A Girl.mp3"
Someone Somewhere Tonight wvocal,"Pickler, Kellie",,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,"D:\Karaoke\new\Karaoke 12-9-14\PHN1308 Karaoke Pop Hits Monthly Country (August 2013)\PHN1308-10 - Pickler, Kellie - Someone Somewhere Tonight wvocal.mp3"
Crazy wvocal,"Wilson, Gretchen",,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,"D:\Karaoke\new\Karaoke 12-9-14\PHN1308 Karaoke Pop Hits Monthly Country (August 2013)\PHN1308-11 - Wilson, Gretchen - Crazy wvocal.mp3"
